order_id,order_timestamp,customer_id,product_id,category,price,quantity,status
200,2025-07-13 03:45:29,156,40,home,1987.36,9,delivered
201,2025-07-24 07:19:53,263,46,home,852.66,4,delivered
202,2025-06-01 06:22:02,3328,266,books,59.86,9,delivered
203,2023-08-29 22:19:33,1757,134,electronics,303.06,2,delivered
204,2023-07-04 06:05:55,1286,188,fashion,345.44,10,delivered
205,2024-01-24 05:39:36,206,34,electronics,864.37,5,delivered
206,2023-03-25 13:06:04,2782,184,electronics,73.65,8,delivered
207,2023-02-13 06:02:01,919,259,fashion,272.54,8,delivered
208,2024-07-04 03:19:47,2815,230,fashion,215.99,6,pending
209,2025-07-11 08:01:46,3538,265,home,967.79,3,delivered
210,2024-10-13 21:43:23,4552,113,books,24.92,4,delivered
211,2025-04-26 09:43:07,4668,40,home,2203.94,5,pending
212,2025-02-09 14:02:34,1770,55,books,21.96,9,delivered
213,2024-09-28 08:02:08,2952,158,electronics,639.87,7,shipped
214,2023-08-11 16:46:19,2936,151,fashion,151.68,1,delivered
215,2024-04-30 10:07:12,4761,269,books,37.36,2,delivered
216,2024-02-21 05:17:14,3096,2,home,503.53,10,delivered
217,2025-09-06 16:03:51,2776,53,home,1658.95,5,delivered
218,2024-08-01 11:59:53,3276,145,fashion,257.33,4,delivered
219,2023-05-22 00:30:32,4525,168,books,31.09,9,delivered
220,2024-08-10 11:18:52,1899,285,home,968.16,1,delivered
221,2024-04-05 08:51:31,2634,124,books,34.81,9,delivered
222,2024-12-09 10:03:53,2864,65,home,2461.36,2,delivered
223,2024-04-05 09:00:27,3264,292,home,389.25,7,delivered
224,2025-01-12 03:37:44,45,57,electronics,910.02,3,delivered
225,2024-10-01 12:17:55,3603,17,home,2747.67,8,delivered
226,2023-05-22 14:16:38,2675,144,electronics,923.05,2,delivered
227,2023-09-13 13:46:36,1253,138,books,17.89,4,delivered
228,2025-06-05 05:00:04,722,85,books,27.64,4,delivered
229,2024-01-24 11:50:11,546,133,home,1339.85,10,delivered
230,2023-04-09 14:03:11,2946,155,books,49.24,4,delivered
231,2024-08-26 04:45:01,2565,5,home,2818.72,8,delivered
232,2023-07-30 03:53:32,1343,49,home,2503.9,9,shipped
233,2025-04-17 16:09:03,902,224,books,29.23,1,delivered
234,2025-06-27 14:41:28,3083,261,electronics,536.71,9,delivered
235,2024-05-26 05:08:58,1592,93,electronics,967.19,1,delivered
236,2023-01-04 04:41:40,1060,263,books,11.96,7,delivered
237,2023-04-18 17:38:20,1070,63,electronics,199.49,2,delivered
238,2024-04-12 21:33:01,4315,283,electronics,856.24,5,delivered
239,2023-12-24 22:00:06,1816,227,fashion,32.26,1,delivered
240,2025-05-18 07:55:16,1496,42,electronics,734.95,1,delivered
241,2024-04-23 07:20:47,4116,279,fashion,154.81,5,shipped
242,2024-08-14 21:31:38,3137,288,fashion,43.87,1,delivered
243,2024-09-26 12:44:30,1648,149,electronics,901.89,2,delivered
244,2024-07-11 15:30:38,1163,12,books,47.78,5,delivered
245,2023-05-05 17:54:27,908,197,fashion,150.47,8,pending
246,2024-05-13 08:35:20,4604,247,fashion,100.92,9,delivered
247,2024-02-05 21:05:55,1568,82,books,40.23,2,delivered
248,2025-10-13 08:47:06,109,231,electronics,259.77,4,delivered
249,2023-09-22 03:18:24,2671,61,books,7.9,5,delivered
250,2024-03-06 09:17:41,4494,145,fashion,70.73,7,delivered
251,2024-11-15 03:56:25,1347,144,electronics,678.54,8,delivered
252,2024-01-29 13:18:12,4467,17,home,596.21,8,delivered
253,2024-09-08 00:28:13,759,217,home,1432.28,1,delivered
254,2023-03-14 09:18:05,1016,22,electronics,601.53,6,delivered
255,2025-06-04 21:50:42,4559,93,electronics,307.76,8,delivered
256,2025-06-11 07:58:44,4547,273,fashion,306.67,6,delivered
257,2023-08-12 06:33:26,1686,74,home,2002.24,4,delivered
258,2024-03-08 13:11:03,4239,93,electronics,907.87,1,delivered
259,2024-11-02 01:05:46,244,14,home,1753.68,8,delivered
260,2024-09-23 23:26:21,3030,190,books,29.16,6,delivered
261,2024-04-12 04:36:36,314,126,fashion,13.42,5,delivered
262,2024-09-24 19:29:10,1847,298,home,135.64,8,delivered
263,2024-01-02 01:32:11,4981,98,fashion,65.33,2,delivered
264,2023-06-28 21:10:39,2316,274,electronics,475.42,5,delivered
265,2023-11-14 09:06:18,3903,277,books,60.29,9,shipped
266,2023-02-08 17:07:17,4183,196,fashion,125.28,2,delivered
267,2024-07-13 22:06:04,2659,153,books,48.27,6,pending
268,2023-06-19 05:02:11,968,95,fashion,167.71,6,delivered
269,2025-09-25 11:10:53,4887,200,fashion,239.26,4,delivered
270,2023-06-15 02:15:34,1380,193,fashion,76.41,5,delivered
271,2024-09-12 10:23:53,2688,91,home,466.06,9,delivered
272,2023-07-11 17:59:33,4406,42,electronics,864.48,6,pending
273,2024-11-14 19:26:20,805,136,fashion,382.84,5,delivered
274,2024-05-26 07:57:15,802,9,fashion,315.56,1,delivered
275,2023-03-27 22:15:25,278,197,fashion,240.33,9,delivered
276,2023-03-18 11:24:17,378,40,electronics,339.44,4,delivered
277,2024-08-20 04:55:52,4347,266,fashion,138.56,3,shipped
278,2025-08-21 13:43:25,1540,66,fashion,199.99,9,delivered
279,2023-08-09 02:16:53,387,120,fashion,202.22,2,delivered
280,2024-02-24 06:13:34,4704,177,fashion,59.86,1,delivered
281,2025-05-31 10:13:30,3839,195,electronics,62.27,8,delivered
282,2023-07-12 07:49:05,110,286,home,1128.45,6,delivered
283,2023-08-23 07:37:16,4567,45,home,2905.55,7,delivered
284,2024-07-09 05:21:02,2828,119,fashion,17.13,2,shipped
285,2023-03-06 11:01:01,2753,191,books,62.58,4,shipped
286,2023-04-15 20:21:04,761,94,home,848.62,2,delivered
287,2023-06-28 08:04:22,2064,200,books,60.24,10,delivered
288,2025-04-19 20:22:40,3925,60,home,847.64,8,delivered
289,2025-02-07 16:45:14,1468,75,books,12.12,9,delivered
290,2025-01-29 02:32:58,954,28,fashion,290.56,2,delivered
291,2024-01-05 12:02:06,3042,107,books,25.01,10,delivered
292,2024-12-28 19:55:38,1170,250,books,16.21,1,delivered
293,2023-07-23 14:02:32,3500,143,electronics,894.3,2,delivered
294,2023-01-30 14:36:03,4315,174,electronics,423.84,4,delivered
295,2024-09-14 02:29:31,3138,75,fashion,14.77,10,shipped
296,2025-04-01 01:43:18,4046,220,home,625.86,2,shipped
297,2023-04-25 09:09:10,786,275,books,14.6,7,delivered
298,2025-10-30 03:31:58,2205,144,fashion,191.6,4,delivered
299,2024-05-31 01:15:12,2793,87,electronics,676.25,3,delivered
300,2024-11-19 08:36:42,2089,259,books,8.14,2,pending
301,2023-08-16 13:32:20,22,101,books,24.31,1,delivered
302,2023-01-28 08:38:17,1946,176,fashion,234.15,3,delivered
303,2023-05-15 18:42:56,3996,285,fashion,351.82,2,delivered
304,2024-03-05 05:18:04,2396,97,electronics,624.3,10,delivered
305,2024-05-06 13:07:51,4163,234,home,1954.18,4,pending
306,2023-09-16 04:06:29,1185,68,electronics,291.63,6,delivered
307,2025-05-26 17:53:29,2269,102,books,59.26,3,delivered
308,2025-09-17 19:34:52,108,269,home,2964.45,5,cancelled
309,2023-03-24 04:17:43,401,176,home,284.56,3,delivered
310,2025-02-27 11:05:13,3323,77,home,2184.53,9,shipped
311,2024-06-12 03:51:59,4496,86,home,2923.88,1,pending
312,2023-05-12 09:51:33,2382,50,fashion,70.37,2,delivered
313,2025-09-02 21:38:16,3791,232,books,68.34,10,delivered
314,2025-04-16 11:39:36,1169,70,fashion,56.82,6,delivered
315,2023-10-11 11:55:20,4848,132,home,2919.32,9,delivered
316,2024-04-07 19:02:07,3807,102,home,697.06,5,pending
317,2024-04-10 16:49:29,3209,266,electronics,647.52,10,delivered
318,2023-03-30 08:21:13,4798,163,home,1121.41,9,delivered
319,2023-06-12 15:00:42,302,86,fashion,336.71,10,delivered
320,2025-01-23 01:12:50,938,135,home,2516.14,7,delivered
321,2025-03-29 20:25:51,3225,79,home,2355.02,3,delivered
322,2023-02-07 20:06:02,2823,56,electronics,826.94,5,delivered
323,2023-03-09 00:49:06,3169,221,home,854.75,3,delivered
324,2023-07-04 17:40:18,1338,220,electronics,514.89,9,delivered
325,2023-10-23 18:49:39,2920,11,home,2789.57,3,delivered
326,2024-11-01 04:34:45,1792,41,home,2180.5,6,delivered
327,2024-08-08 10:38:13,823,93,home,917.46,4,delivered
328,2023-02-03 11:33:01,3045,181,home,73.27,7,shipped
329,2024-02-09 06:47:41,1527,114,electronics,367.24,4,shipped
330,2025-07-02 01:17:34,2809,80,fashion,231.38,2,delivered
331,2025-02-17 21:14:24,2635,248,home,2255.98,8,delivered
332,2024-03-31 16:08:24,4032,141,books,51.56,4,delivered
333,2024-05-28 13:21:17,3869,244,fashion,349.61,4,delivered
334,2024-05-01 21:43:20,2229,108,electronics,257.95,7,shipped
335,2025-06-06 15:01:46,4215,47,electronics,296.04,8,delivered
336,2023-03-11 22:37:29,2836,71,fashion,261.38,2,delivered
337,2023-01-03 11:55:22,408,225,home,554.36,10,delivered
338,2023-07-11 21:55:33,4829,69,home,967.42,1,cancelled
339,2023-08-31 17:09:20,3721,132,fashion,120.18,7,delivered
340,2025-07-07 08:59:03,2809,200,fashion,241.93,5,delivered
341,2025-05-16 19:25:43,2097,106,books,21.13,8,delivered
342,2025-08-16 00:45:32,3247,223,home,2635.73,8,delivered
343,2025-10-25 00:29:11,2177,109,electronics,181.64,5,delivered
344,2024-01-27 02:17:47,424,275,fashion,167.08,4,delivered
345,2024-06-17 12:17:18,2582,208,books,37.25,7,delivered
346,2025-06-17 14:38:56,3186,209,books,20.3,3,cancelled
347,2024-07-20 06:46:32,3501,292,fashion,83.86,2,pending
348,2024-04-26 16:05:33,1741,40,electronics,192.83,9,delivered
349,2024-07-20 09:59:14,3078,231,books,28.17,4,delivered
350,2024-06-14 17:49:36,3252,27,home,2086.95,10,delivered
351,2023-02-18 02:10:12,2043,272,electronics,873.86,3,delivered
352,2025-09-07 14:29:11,4330,252,home,2560.4,4,delivered
353,2024-03-24 19:05:23,3711,229,books,55.65,8,delivered
354,2023-04-18 05:14:56,3592,294,books,52.83,4,pending
355,2025-04-18 15:36:54,4150,148,electronics,987.52,7,delivered
356,2023-03-21 07:38:14,1953,117,fashion,169.66,3,delivered
357,2023-11-06 16:08:33,653,100,books,62.59,1,shipped
358,2024-08-28 21:22:55,4067,206,home,2944.58,7,delivered
359,2023-06-09 07:10:10,4679,293,fashion,229.43,2,shipped
360,2024-06-05 11:44:49,1428,224,books,48.04,10,shipped
361,2024-03-10 21:22:34,3667,168,electronics,202.59,7,delivered
362,2023-06-15 08:05:41,3417,79,books,42.29,7,delivered
363,2024-02-01 14:45:54,1361,226,electronics,440.59,5,delivered
364,2025-01-18 02:44:25,967,6,home,2129.85,10,delivered
365,2025-08-16 23:40:59,2294,49,books,68.3,9,delivered
366,2024-06-13 06:29:13,4095,58,fashion,376.26,10,delivered
367,2025-07-03 19:04:28,3582,17,home,1805.56,5,shipped
368,2023-09-28 07:22:48,3442,16,books,20.06,8,delivered
369,2024-02-07 00:04:59,4214,269,home,540.53,1,delivered
370,2025-07-08 06:01:47,4193,234,home,1286.67,6,delivered
371,2025-01-04 20:14:37,2770,203,home,2984.72,6,delivered
372,2023-10-21 04:01:54,3511,177,home,2029.83,2,pending
373,2025-08-23 15:10:16,2416,262,electronics,487.62,3,pending
374,2023-06-19 05:10:29,4750,97,fashion,31.52,8,shipped
375,2024-03-21 12:41:40,3846,196,fashion,166.14,1,delivered
376,2023-12-07 16:44:45,2276,177,home,1628.94,5,delivered
377,2023-03-15 06:54:48,319,82,electronics,391.44,5,pending
378,2023-05-08 20:43:16,3701,217,home,2276.95,1,delivered
379,2024-01-07 13:01:17,4637,280,fashion,374.82,3,delivered
380,2023-05-11 19:38:03,2788,284,home,1290.24,3,pending
381,2024-07-31 00:51:24,3534,163,fashion,377.31,9,delivered
382,2024-05-25 06:06:35,4154,300,home,1888.81,2,delivered
383,2024-08-16 19:05:42,4356,170,books,65.31,7,delivered
384,2025-03-30 00:02:35,4670,74,books,57.93,2,delivered
385,2024-12-20 20:12:04,3063,213,electronics,786.99,9,delivered
386,2025-05-14 22:17:45,1419,173,books,69.94,4,shipped
387,2024-04-18 03:31:10,2321,107,books,44.4,10,delivered
388,2024-04-06 14:47:30,3939,32,home,1772.52,6,delivered
389,2024-10-10 07:51:20,1360,159,electronics,360.65,10,delivered
390,2025-06-14 06:01:58,4789,181,books,47.36,9,delivered
391,2025-06-24 13:20:00,1198,126,electronics,190.88,6,delivered
392,2024-02-16 00:22:56,3926,45,fashion,83.78,8,delivered
393,2025-07-05 14:19:56,2717,37,electronics,557.51,2,cancelled
394,2025-03-30 18:10:22,580,181,fashion,214.7,1,shipped
395,2023-05-01 22:01:48,2674,244,fashion,180.37,5,delivered
396,2025-02-18 08:36:58,3255,153,home,2616.32,6,delivered
397,2025-01-19 15:29:44,1156,219,electronics,827.01,5,delivered
398,2024-09-08 00:57:20,4140,40,electronics,511.85,3,delivered
399,2025-04-01 16:16:27,2257,7,books,13.2,4,delivered
400,2025-04-11 21:59:00,3756,39,books,57.01,4,delivered
401,2025-05-02 15:38:30,2671,93,fashion,45.37,5,delivered
402,2025-06-05 18:33:47,1798,170,books,32.63,9,delivered
403,2024-10-13 15:01:36,755,164,books,9.8,1,delivered
404,2025-03-29 05:28:31,1792,30,home,2088.45,3,delivered
405,2024-12-24 02:00:06,1274,75,home,1189.08,10,delivered
406,2025-08-31 21:00:58,155,217,home,1696.92,7,delivered
407,2023-05-12 19:40:06,1659,97,electronics,442.85,8,shipped
408,2024-09-23 02:25:33,1260,282,home,1218.62,2,cancelled
409,2025-10-20 15:44:24,4346,188,electronics,105.88,4,shipped
410,2025-08-25 15:42:32,2937,158,books,51.96,8,shipped
411,2023-09-03 21:51:16,4472,239,books,29.63,10,delivered
412,2023-03-24 07:15:28,4352,171,books,67.64,3,delivered
413,2025-08-26 07:16:17,1540,245,fashion,172.32,6,delivered
414,2023-08-27 23:22:19,3403,218,home,2918.49,6,delivered
415,2024-08-12 00:35:07,4577,140,fashion,295.26,4,shipped
416,2024-12-10 21:42:21,2293,147,books,14.04,8,delivered
417,2023-08-03 20:22:26,3151,42,electronics,761.75,10,delivered
418,2024-11-03 05:17:37,1693,39,home,1560.05,5,shipped
419,2023-06-06 12:20:50,4834,294,home,318.4,6,delivered
420,2024-09-06 22:57:07,1561,185,books,9.8,10,delivered
421,2023-10-22 19:51:41,3141,47,electronics,735.11,8,delivered
422,2024-04-08 09:21:41,4630,73,fashion,259.33,1,shipped
423,2024-05-07 01:08:28,3661,83,books,39.53,7,delivered
